Epoch,Train Loss,Val Loss,Train mIoU (%),Val mIoU (%)
1,1.1674348999142647,0.8481549472808838,11.649679852301164,14.87746945037327
2,0.6746361048042774,0.55041818729043,29.934772287616685,35.92249418926195
3,0.5095731117963791,0.4932541919052601,41.04585458195144,45.058103627789016
4,0.4400921083778143,0.4196310675740242,49.15496313033536,51.75487809721543
5,0.3974634049475193,0.3979159747958183,55.31340916637964,56.38186712574908
6,0.3803964573889971,0.3784629502594471,57.8032906420024,57.59557881749811
7,0.3582946818858385,0.375765795648098,59.7274298096228,59.435131599429056
8,0.3449259301394224,0.37946848006546496,60.746070112011665,59.5636828350309
9,0.33476979566812515,0.37284389868378637,61.52753442117661,60.10119403474899
10,0.3269995142787695,0.3374449835419655,62.160712554994504,61.48570325000715
11,0.3198624283492565,0.3395832450091839,62.78012510437762,61.283508436135314
12,0.3133708511978388,0.3279530277252197,63.397751626175726,62.71706549749364
13,0.30908948215842247,0.3270708701610565,63.78618164117793,62.34547493415602
14,0.30253932241201403,0.32803718553483485,64.29649614235588,63.42942467156711
15,0.29441274633705616,0.339905228972435,64.83434860545574,63.081972886293045
16,0.29288341249525546,0.3145818918198347,65.02884389588864,64.07238338745887
17,0.2852525204360485,0.3231730776578188,65.53430446849363,62.46828649004586
18,0.2811951052635908,0.31823431693017484,65.81724999740447,63.97464547393616
19,0.27882804201841355,0.3147112647742033,66.19816268768203,63.5384612469591
20,0.2746638865560293,0.30409011214971543,66.28586281370755,64.99238530456786
21,0.2705904096394777,0.31182312838733195,66.70378397851611,64.59243721733911
22,0.26510312065184116,0.31295690520107744,67.15431071984665,64.40295816402663
23,0.26507135136425497,0.3292653020322323,67.09611024460847,64.46749602270361
24,0.259846213310957,0.2988112824112177,67.46044489376438,64.63758469069367
25,0.2552461265146732,0.3009014867395163,67.77299476372403,65.27140831915364
26,0.2528614156484604,0.2875508378446102,67.88224564699043,65.81006082342228
27,0.24935437800288202,0.29071050649881364,68.22985572578007,66.08809926230106
28,0.245696480178833,0.28992299334704874,68.44895398380845,65.99907419811151
29,0.24265576258301735,0.28661354213953016,68.69622779157133,66.03275523920665
30,0.2397574122995138,0.3046663025766611,68.986221344968,65.5059118763935
31,0.23542709089815617,0.28826774382591247,69.20921646684596,65.58794940920934
32,0.2352543987751007,0.2892240552306175,69.2143628328305,66.26151779990064
33,0.22920401417911052,0.2934918955117464,69.60486695327215,66.31850219747719
34,0.22911478394269943,0.2902181619107723,69.69440496827505,66.3283850394284
35,0.22515535398423672,0.3111491447538137,69.96190779247358,65.05369615192616
36,0.22195471259355545,0.2869199815392494,70.23351926832248,66.74257253827797
37,0.2206601433157921,0.2848848239183426,70.40246750738235,66.66557811096068
38,0.21606800643205643,0.2963959471434355,70.5923734893785,65.21388817127264
39,0.2149143370896578,0.292250060737133,70.71810853391524,66.9082931527092
40,0.2113901131182909,0.29550255738198755,71.00112540553609,66.74631010118776
41,0.21026538774073125,0.286301108032465,71.10720678987332,66.85738818310944
42,0.2063990577608347,0.291599437057972,71.35313622436364,67.09546532691172
43,0.20497674656510353,0.2958972428441048,71.41040518532834,66.5107155122003
44,0.2019159177929163,0.2851492439955473,71.67174823928146,67.13381331845734
45,0.20065109461843966,0.2885327203273773,71.80646933788255,67.01052629145693
46,0.19955125373601915,0.2984621110111475,71.82781681594889,65.9437986129356
47,0.1975917200654745,0.28578843815624716,72.00964365209815,67.5547075971349
48,0.19420779552608727,0.29968693214654923,72.28328800491178,67.07065004738803
49,0.1943601591259241,0.31174313551187516,72.30189557628447,66.26557431823947
50,0.20611353064775467,0.28348731191456317,71.62146091256677,67.68062207136146
51,0.20145454993546008,0.2837260652184486,71.90865067835873,67.10278850598903
52,0.19968126598000527,0.2800787916779518,72.14461219781595,67.60850750192955
53,0.19738549431562424,0.2802347285747528,72.23988395822309,67.33506993352904
54,0.19733111844211818,0.2721443757712841,72.27302107357785,67.88939347636664
55,0.1946135484188795,0.2759294531792402,72.48109414742252,67.83925319941937
56,0.19329031017422676,0.2866043405085802,72.46527860989606,67.64971623851964
57,0.19268189407587052,0.2781106950491667,72.5317362725141,67.65561311463188
58,0.19210860911309718,0.27870665369927883,72.68109820438805,67.78370777792445
59,0.1910615446537733,0.27880927492678165,72.69597948977813,67.9661131324457
60,0.1909291976362467,0.2808332857191563,72.67452432550246,68.02506232633394
61,0.18947023947834968,0.27361890165507796,72.85322411712633,68.09608808749918
62,0.1889439755871892,0.2721732350736856,72.77479736139924,68.16805916803996
63,0.18800452183783053,0.27381911179423335,72.87014265710805,68.27464092541749
64,0.18725763650536537,0.28780293914675714,72.89212941095172,67.59663244840877
65,0.18634256046414374,0.2760726000070572,72.98783658090333,68.08089861375348
66,0.18513694422543048,0.2706108816117048,73.09672914468813,68.03453356846909
67,0.18451677287518978,0.27320985396206376,73.04967796189301,68.1568807734654
68,0.18448702639043332,0.27332039092481136,73.17893998750354,68.10969873088176
69,0.18294760926365852,0.2701487524360418,73.21324672433441,68.2774459561308
70,0.1826790171638131,0.269181804895401,73.24193699846077,68.32716422883152
71,0.18316433822661637,0.2772374213188887,73.16043034646165,68.18855875585096
72,0.18340188162475823,0.26994337148964404,73.24722856849844,68.17563754050639
73,0.18207867563962937,0.2775517974048853,73.30304592052323,68.15556999761971
74,0.18196379793286324,0.27616428773105145,73.32405529300277,68.09679486028395
75,0.181398592454195,0.27166876938939094,73.32456095227758,68.22249182412018
76,0.18223805853128433,0.2797834746837616,73.27524908780877,67.8514936467624
77,0.18130027581900357,0.2691933191418648,73.37213261877822,68.32949498103056
78,0.18171741580218076,0.2759007633924484,73.31089503178688,68.23972508989179
79,0.1816585301488638,0.27142046187818053,73.34942753491656,68.19243303123788
80,0.18238765666484832,0.2781220647394657,73.30375727922788,68.11849291532133
81,0.18124013502597808,0.273561061784625,73.35146048631755,68.11483268295889
82,0.18244367061704397,0.2696999514698982,73.25829751930657,68.28683745068811
83,0.18189648764133454,0.27764028957486153,73.28725163463764,68.01654475141432
84,0.18247906524837018,0.27462904912233355,73.26201868766002,68.05137042176244
85,0.18174405661523343,0.27125812411308287,73.2871962366817,68.3390701383701
